ID da fila,ID da compra,Data da compra,Data de envio,Modo de envio,ID do cliente,Nome do cliente,Segmento,Cidade,Estado,Região Brasileira,País,Região,ID do produto,Categoria,Sub-categoria,Nome do produto,Quantidade,Valor_Vendas,Valor_Desconto,Valor_Lucro
1913,MX-2017-120985,11/15/2017,11/19/2017,Classe padrão,SR-20560,Sofia Ribeiro,Pequenas e Medias Empresas,Puerto Padre,Las Tunas,,Cuba,Caribe,MAT-AC-10001458,Material de escritório,Eletrônicos,"Hamilton Beach Moedor de café, Vermelho",9,"2559,6",0,"1049,4"
1915,MX-2016-104528,12/19/2016,12/26/2016,Classe padrão,VP-21100,Victor Pinto,Varejo,Bajos de Haina,San Cristóbal,,República Dominicana,Caribe,MAT-MA-10002669,Material de escritório,Materiais,"Fiskars Abridor de carta, Aço",1,"145,76","0,2","30,96"
1916,MX-2017-128440,11/29/2017,12/6/2017,Classe padrão,JB-15460,Joao Barros,Grande Empresa,Cancún,Quintana Roo,,México,Norte,MAT-ET-10003335,Material de escritório,Etiquetas,"Novimex Etiquetas de envio, Ajustável",12,"710,4",0,"4,8"
1917,MX-2017-128440,11/29/2017,12/6/2017,Classe padrão,JB-15460,Joao Barros,Grande Empresa,Cancún,Quintana Roo,,México,Norte,MAT-ET-10000611,Material de escritório,Etiquetas,"Smead Etiquetas jurídicas, Ajustável",3,180,0,"46,8"
1924,US-2016-139801,11/12/2016,11/15/2016,Primeira classe,ER-13900,Estevan Ribeiro,Varejo,Valencia,Carabobo,,Venezuela,Sul,MAT-AC-10003200,Material de escritório,Eletrônicos,"Cuisinart Forno, Vermelho",3,"6459,48","0,4","-1507,32"
1925,MX-2017-145240,6/23/2017,6/25/2017,Segunda classe,AL-10510,Amanda Lima,Varejo,Managua,Managua,,Nicarágua,Central,MAT-CO-10002728,Material de escritório,Colchetes,"Stockwell Grampos, Metal",6,"421,2",0,"62,4"
1926,MX-2018-167724,9/22/2018,9/24/2018,Primeira classe,CC-12520,Clara Cardoso,Varejo,Guantânamo,Guantânamo,,Cuba,Caribe,MAT-AR-10001300,Material de escritório,Arte,"BIC Bloco de desenho, Azul",7,"2270,8",0,"431,2"
1927,MX-2018-167724,9/22/2018,9/24/2018,Primeira classe,CC-12520,Clara Cardoso,Varejo,Guantânamo,Guantânamo,,Cuba,Caribe,MAT-PA-10000782,Material de escritório,Papel,"Xerox Cadernetas, Embalagem com 12",3,"353,4",0,"91,8"
1930,MX-2015-143168,12/20/2015,12/25/2015,Segunda classe,LC-17290,Livia Carvalho,Pequenas e Medias Empresas,Huehuetenango,Huehuetenango,,Guatemala,Central,MAT-ET-10000494,Material de escritório,Etiquetas,"Novimex Etiquetas de envio, Vermelho",4,288,0,132
1931,MX-2015-143168,12/20/2015,12/25/2015,Segunda classe,LC-17290,Livia Carvalho,Pequenas e Medias Empresas,Huehuetenango,Huehuetenango,,Guatemala,Central,MAT-PA-10002516,Material de escritório,Papel,"Eaton Cadernetas, Premium",13,"1190,8",0,"70,2"
1939,MX-2015-116246,2/26/2015,3/3/2015,Segunda classe,RA-19615,Rafael Araujo,Varejo,Apopa,San Salvador,,El Salvador,Central,MAT-AR-10003795,Material de escritório,Arte,"Stanley Marcador, Metal",3,"469,2",0,"173,4"
1940,MX-2015-116246,2/26/2015,3/3/2015,Segunda classe,RA-19615,Rafael Araujo,Varejo,Apopa,San Salvador,,El Salvador,Central,MAT-AR-10003090,Material de escritório,Armazenamento,"Tenex Carrinho bandeja, Azul",3,"2682,6",0,"106,8"
1941,MX-2015-116246,2/26/2015,3/3/2015,Segunda classe,RA-19615,Rafael Araujo,Varejo,Apopa,San Salvador,,El Salvador,Central,MAT-MA-10001124,Material de escritório,Materiais,"Elite Tesouras, Retangular",2,"582,8",0,0
1942,MX-2018-158876,7/24/2018,7/28/2018,Classe padrão,GC-14395,Gabriel Castro,Grande Empresa,São Paulo,São Paulo,Sudeste,Brasil,Sul,MAT-ET-10001569,Material de escritório,Etiquetas,"HON Etiquetas removíveis, Durável",5,355,0,110
1943,MX-2018-158876,7/24/2018,7/28/2018,Classe padrão,GC-14395,Gabriel Castro,Grande Empresa,São Paulo,São Paulo,Sudeste,Brasil,Sul,MAT-AC-10001722,Material de escritório,Eletrônicos,"KitchenAid Torradeira, Vermelho",3,"1706,4",0,"733,2"
1946,MX-2018-147480,10/2/2018,10/2/2018,No mesmo dia,EM-13750,Erick Martins,Grande Empresa,Santo André,São Paulo,Sudeste,Brasil,Sul,MAT-CO-10001559,Material de escritório,Colchetes,"Stockwell Alfinetes, Embalagem tipo bulk",2,"186,4",0,82
1948,MX-2018-147480,10/2/2018,10/2/2018,No mesmo dia,EM-13750,Erick Martins,Grande Empresa,Santo André,São Paulo,Sudeste,Brasil,Sul,MAT-AR-10002720,Material de escritório,Armazenamento,"Smead Bandejas, Tamanho real",3,"970,2",0,"358,8"
1951,MX-2017-150140,9/25/2017,9/29/2017,Classe padrão,LB-16750,Lavinia Barros,Varejo,Zapopan,Jalisco,,México,Norte,MAT-AR-10004222,Material de escritório,Arte,"Sanford Apontador, Metal",5,903,0,316
1952,MX-2017-150140,9/25/2017,9/29/2017,Classe padrão,LB-16750,Lavinia Barros,Varejo,Zapopan,Jalisco,,México,Norte,MAT-AR-10000703,Material de escritório,Arte,"BIC Apontador, Metal",1,"201,8",0,12
1953,MX-2017-150140,9/25/2017,9/29/2017,Classe padrão,LB-16750,Lavinia Barros,Varejo,Zapopan,Jalisco,,México,Norte,MAT-ET-10004412,Material de escritório,Etiquetas,"Harbour Creations Etiquetas redondas, Branco",5,225,0,108
1955,MX-2017-150140,9/25/2017,9/29/2017,Classe padrão,LB-16750,Lavinia Barros,Varejo,Zapopan,Jalisco,,México,Norte,MAT-CO-10002370,Material de escritório,Colchetes,"OIC Alfinetes, Embalagem tipo bulk",3,"298,2",0,"145,8"
1956,MX-2017-153479,3/21/2017,3/25/2017,Classe padrão,SB-20230,Samuel Barbosa,Grande Empresa,Querétaro,Querétaro,,México,Norte,MAT-FI-10004410,Material de escritório,Fichários,"Ibico Capa para fichário, Transparente",3,"262,2",0,"73,2"
1957,MX-2017-153479,3/21/2017,3/25/2017,Classe padrão,SB-20230,Samuel Barbosa,Grande Empresa,Querétaro,Querétaro,,México,Norte,MAT-AR-10004188,Material de escritório,Arte,"Boston Marcadores de texto, Azul",2,"251,6",0,"35,2"
1958,MX-2017-153479,3/21/2017,3/25/2017,Classe padrão,SB-20230,Samuel Barbosa,Grande Empresa,Querétaro,Querétaro,,México,Norte,MAT-EN-10001448,Material de escritório,Envelopes,"Cameo Envelope kraft, Prata",2,392,0,82
1959,MX-2017-153479,3/21/2017,3/25/2017,Classe padrão,SB-20230,Samuel Barbosa,Grande Empresa,Querétaro,Querétaro,,México,Norte,MAT-AC-10004452,Material de escritório,Eletrônicos,"Cuisinart Torradeira, Preto",4,"1410,4",0,"13,6"
1960,MX-2017-153479,3/21/2017,3/25/2017,Classe padrão,SB-20230,Samuel Barbosa,Grande Empresa,Querétaro,Querétaro,,México,Norte,MAT-AC-10001458,Material de escritório,Eletrônicos,"Hamilton Beach Moedor de café, Vermelho",5,1422,0,583
1962,MX-2017-153479,3/21/2017,3/25/2017,Classe padrão,SB-20230,Samuel Barbosa,Grande Empresa,Querétaro,Querétaro,,México,Norte,MAT-MA-10000282,Material de escritório,Materiais,"Kleencut Estilete, Industrial",3,"725,4",0,"195,6"
1963,MX-2017-132395,6/6/2017,6/11/2017,Classe padrão,ÁC-10090,Ágatha Costa,Varejo,Managua,Managua,,Nicarágua,Central,MAT-AC-10002466,Material de escritório,Eletrônicos,"Cuisinart Forno, Preto",7,"25093,6",0,"4265,8"
1964,MX-2017-132395,6/6/2017,6/11/2017,Classe padrão,ÁC-10090,Ágatha Costa,Varejo,Managua,Managua,,Nicarágua,Central,MAT-EN-10000091,Material de escritório,Envelopes,"Cameo Malote, Vermelho",6,"2038,8",0,"182,4"
1966,MX-2018-113054,7/15/2018,7/20/2018,Segunda classe,MD-18325,Marina Dias,Varejo,Holguín,Holguín,,Cuba,Caribe,MAT-MA-10003531,Material de escritório,Materiais,"Acme Tesouras, Azul",4,"678,4",0,"169,6"
1968,US-2018-168949,8/8/2018,8/12/2018,Classe padrão,MS-18205,Maria Santos,Grande Empresa,Carrefour,Ouest,,Haiti,Caribe,MAT-FI-10001408,Material de escritório,Fichários,"Avery Encadernadora, Transparente",2,"386,4","0,4","-251,2"
1969,MX-2017-142937,11/5/2017,11/7/2017,Segunda classe,LS-17365,Livia Santos,Varejo,Matehuala,San Luis Potosí,,México,Norte,MAT-AR-10001863,Material de escritório,Armazenamento,"Rogers Pratelheiras, Tamanho real",3,"1243,2",0,"37,2"
1970,MX-2015-111255,1/4/2015,1/9/2015,Segunda classe,RF-19915,Rebeca Fernandes,Varejo,Francisco Beltrão,Paraná,Sul,Brasil,Sul,MAT-MA-10003204,Material de escritório,Materiais,"Fiskars Abridor de carta, Azul",8,"1489,6",0,"281,6"
1973,US-2017-134040,12/7/2017,12/14/2017,Classe padrão,RC-19645,Rafael Costa,Grande Empresa,Gonaïves,Artibonite,,Haiti,Caribe,MAT-EN-10004466,Material de escritório,Envelopes,"GlobeWeis Envelope kraft, Vermelho",6,"742,32","0,4","-396,48"
1978,MX-2018-132927,6/6/2018,6/12/2018,Classe padrão,BA-11335,Brenda Almeida,Pequenas e Medias Empresas,Milpa Alta,Distrito Federal,,México,Norte,MAT-ET-10002272,Material de escritório,Etiquetas,"Smead Etiquetas redondas, Ajustável",2,64,0,"19,6"
1980,MX-2018-132927,6/6/2018,6/12/2018,Classe padrão,BA-11335,Brenda Almeida,Pequenas e Medias Empresas,Milpa Alta,Distrito Federal,,México,Norte,MAT-ET-10003933,Material de escritório,Etiquetas,"HON Etiquetas para organização de pastas, Vermelho",1,"56,4",0,"12,4"
1982,MX-2017-121776,4/4/2017,4/6/2017,Segunda classe,RC-19810,Raissa Carvalho,Pequenas e Medias Empresas,Guarulhos,São Paulo,Sudeste,Brasil,Sul,MAT-AR-10003707,Material de escritório,Armazenamento,"Smead Pastas, Tamanho real",5,584,0,274
1983,MX-2017-121776,4/4/2017,4/6/2017,Segunda classe,RC-19810,Raissa Carvalho,Pequenas e Medias Empresas,Guarulhos,São Paulo,Sudeste,Brasil,Sul,MAT-EN-10004129,Material de escritório,Envelopes,"GlobeWeis Fita dupla face, Reciclado",3,"403,8",0,"181,2"
1984,MX-2016-164007,12/26/2016,12/29/2016,Segunda classe,MS-18220,Maria Silva,Varejo,Soyapango,San Salvador,,El Salvador,Central,MAT-FI-10000789,Material de escritório,Fichários,"Acco Perfurador, Durável",2,"421,6",0,"63,2"
1985,US-2017-108336,3/15/2017,3/21/2017,Classe padrão,ÁB-10060,Ágatha Barros,Pequenas e Medias Empresas,Ciudad Choluteca,Choluteca,,Honduras,Central,MAT-AR-10001020,Material de escritório,Arte,"Crayola Canetas, Tamanhos variados",2,"120,96","0,4","-2,24"
1986,US-2017-164119,11/16/2017,11/22/2017,Classe padrão,TP-20980,Tomás Pinto,Grande Empresa,Tegucigalpa,Francisco Morazán,,Honduras,Central,MAT-AR-10002108,Material de escritório,Armazenamento,"Tenex Armários, Tamanho real",3,"2450,16","0,4","-857,64"
1988,US-2017-164119,11/16/2017,11/22/2017,Classe padrão,TP-20980,Tomás Pinto,Grande Empresa,Tegucigalpa,Francisco Morazán,,Honduras,Central,MAT-AR-10001128,Material de escritório,Arte,"BIC Tela, Embalagem tipo bulk",4,"863,52","0,4","-475,68"
1989,US-2017-164119,11/16/2017,11/22/2017,Classe padrão,TP-20980,Tomás Pinto,Grande Empresa,Tegucigalpa,Francisco Morazán,,Honduras,Central,MAT-AC-10001948,Material de escritório,Eletrônicos,"Breville Liquidificador, Preto",2,"717,36","0,4","-71,84"
1993,US-2017-164119,11/16/2017,11/22/2017,Classe padrão,TP-20980,Tomás Pinto,Grande Empresa,Tegucigalpa,Francisco Morazán,,Honduras,Central,MAT-FI-10004780,Material de escritório,Fichários,"Ibico Pasta argolada, Econômico",4,"247,68","0,4","-13,12"
1994,US-2017-164119,11/16/2017,11/22/2017,Classe padrão,TP-20980,Tomás Pinto,Grande Empresa,Tegucigalpa,Francisco Morazán,,Honduras,Central,MAT-FI-10000380,Material de escritório,Fichários,"Ibico Encadernadora, Transparente",4,"814,08","0,4","-461,92"
1995,MX-2018-160857,5/12/2018,5/19/2018,Classe padrão,EC-13285,Eduardo Cardoso,Varejo,San Juan de la Maguana,San Juan,,República Dominicana,Caribe,MAT-FI-10000154,Material de escritório,Fichários,"Wilson Jones Encadernadora, Transparente",2,"516,48","0,2","12,88"
1998,US-2017-108308,5/29/2017,5/30/2017,Primeira classe,ÁA-10030,Ágatha Araujo,Grande Empresa,Santiago de los Caballeros,Santiago,,República Dominicana,Caribe,MAT-MA-10003148,Material de escritório,Materiais,"Stiletto Tesouras, Retangular",2,"477,76","0,2","-18,24"
1999,US-2017-108308,5/29/2017,5/30/2017,Primeira classe,ÁA-10030,Ágatha Araujo,Grande Empresa,Santiago de los Caballeros,Santiago,,República Dominicana,Caribe,MAT-CO-10003305,Material de escritório,Colchetes,"Stockwell Clips de papel, Tamanhos variados",6,"362,88","0,2","22,08"
2000,US-2017-108308,5/29/2017,5/30/2017,Primeira classe,ÁA-10030,Ágatha Araujo,Grande Empresa,Santiago de los Caballeros,Santiago,,República Dominicana,Caribe,MAT-PA-10000604,Material de escritório,Papel,"Eaton Agenda, Embalagem com 12",5,"659,2","0,2","164,2"
2001,US-2017-108308,5/29/2017,5/30/2017,Primeira classe,ÁA-10030,Ágatha Araujo,Grande Empresa,Santiago de los Caballeros,Santiago,,República Dominicana,Caribe,MAT-AR-10002671,Material de escritório,Armazenamento,"Fellowes Pratelheiras, Metal",5,"1517,6","0,2","568,6"
2002,US-2017-108308,5/29/2017,5/30/2017,Primeira classe,ÁA-10030,Ágatha Araujo,Grande Empresa,Santiago de los Caballeros,Santiago,,República Dominicana,Caribe,MAT-AC-10002405,Material de escritório,Eletrônicos,"Hamilton Beach Torradeira, Branco",6,"1780,8","0,2","177,6"
2004,MX-2017-147690,11/14/2017,11/19/2017,Classe padrão,VS-21340,Vinicius Santos,Varejo,Ribeirão Preto,São Paulo,Sudeste,Brasil,Sul,MAT-CO-10003605,Material de escritório,Colchetes,"Advantus Percevejo niquelado, Metal",2,"182,8",0,"16,4"
2009,MX-2017-147690,11/14/2017,11/19/2017,Classe padrão,VS-21340,Vinicius Santos,Varejo,Ribeirão Preto,São Paulo,Sudeste,Brasil,Sul,MAT-FI-10003812,Material de escritório,Fichários,"Ibico Pasta argolada, Durável",1,"113,2",0,"31,6"
2010,MX-2017-118213,5/26/2017,5/31/2017,Segunda classe,YB-21865,Yasmin Barros,Varejo,Matehuala,San Luis Potosí,,México,Norte,MAT-FI-10001935,Material de escritório,Fichários,"Acco Divisórias, Econômico",2,"114,4",0,"30,8"
2011,MX-2017-126956,10/13/2017,10/17/2017,Classe padrão,MC-19120,Murilo Correia,Varejo,San Salvador,San Salvador,,El Salvador,Central,MAT-CO-10002266,Material de escritório,Colchetes,"Stockwell Percevejo niquelado, Embalagem tipo bulk",1,"87,6",0,"19,2"
2014,MX-2018-143476,9/5/2018,9/8/2018,Segunda classe,LM-16885,Leila Martins,Varejo,Tlaquepaque,Jalisco,,México,Norte,MAT-AR-10000087,Material de escritório,Arte,"Stanley Marcadores de texto, Metal",1,"106,4",0,51
2015,MX-2015-157616,10/28/2015,11/2/2015,Classe padrão,BS-11740,Bruna Silva,Varejo,Morelia,Michoacán,,México,Norte,MAT-CO-10001604,Material de escritório,Colchetes,"Accos Alfinetes, Metal",3,"292,8",0,"146,4"
2016,MX-2015-157616,10/28/2015,11/2/2015,Classe padrão,BS-11740,Bruna Silva,Varejo,Morelia,Michoacán,,México,Norte,MAT-CO-10004279,Material de escritório,Colchetes,"Stockwell Elásticos, Metal",2,"216,8",0,"60,4"
2017,MX-2015-157616,10/28/2015,11/2/2015,Classe padrão,BS-11740,Bruna Silva,Varejo,Morelia,Michoacán,,México,Norte,MAT-ET-10000190,Material de escritório,Etiquetas,"Avery Etiquetas para codificação colorida, Durável",4,"364,8",0,"134,4"
2018,MX-2017-163237,10/31/2017,11/7/2017,Classe padrão,CA-11860,Caio Almeida,Varejo,Petapa,Guatemala,,Guatemala,Central,MAT-AC-10000329,Material de escritório,Eletrônicos,"Cuisinart Torradeira, Vermelho",2,"712,8",0,"49,6"
2019,US-2018-151813,3/16/2018,3/16/2018,No mesmo dia,PS-19555,Pedro Santos,Varejo,Salvador,Bahia,Nordeste,Brasil,Sul,MAT-AR-10002704,Material de escritório,Armazenamento,"Eldon Pratelheiras, Tamanho real",2,"258,4","0,6","-142,4"
2020,US-2018-151813,3/16/2018,3/16/2018,No mesmo dia,PS-19555,Pedro Santos,Varejo,Salvador,Bahia,Nordeste,Brasil,Sul,MAT-AR-10000744,Material de escritório,Armazenamento,"Tenex Pratelheiras, Metal",3,"429,84","0,6","-526,56"
2021,MX-2018-114552,5/26/2018,6/2/2018,Classe padrão,ÁA-10045,Ágatha Azevedo,Grande Empresa,Neiva,Huila,,Colômbia,Sul,MAT-MA-10004072,Material de escritório,Materiais,"Acme Estilete, Industrial",3,"788,4",0,"181,2"
2025,MX-2015-159037,12/23/2015,12/27/2015,Classe padrão,MC-17965,Manuela Correia,Grande Empresa,Guaymas,Sonora,,México,Norte,MAT-ET-10003076,Material de escritório,Etiquetas,"Smead Etiquetas redondas, Branco",3,138,0,"19,2"
2028,MX-2015-123883,10/16/2015,10/18/2015,Primeira classe,CC-11875,Caio Castro,Grande Empresa,Cabo de Santo Agostinho,Pernambuco,Nordeste,Brasil,Sul,MAT-AR-10001157,Material de escritório,Armazenamento,"Rogers Bandejas, Tamanho real",3,"1234,2",0,"246,6"
2029,MX-2018-132822,12/5/2018,12/6/2018,Primeira classe,LS-17905,Luiza Santos,Grande Empresa,San Salvador,San Salvador,,El Salvador,Central,MAT-FI-10002744,Material de escritório,Fichários,"Acco Encadernadora, Transparente",2,674,0,"134,8"
2030,MX-2018-132822,12/5/2018,12/6/2018,Primeira classe,LS-17905,Luiza Santos,Grande Empresa,San Salvador,San Salvador,,El Salvador,Central,MAT-MA-10004878,Material de escritório,Materiais,"Kleencut Abridor de carta, Aço",3,"529,2",0,"36,6"
2032,US-2018-156104,12/22/2018,12/25/2018,Primeira classe,RR-19840,Raissa Ribeiro,Varejo,San Miguelito,Panamá,,Panamá,Central,MAT-AC-10003848,Material de escritório,Eletrônicos,"Hoover Liquidificador, Branco",2,"762,48","0,4","-89,12"
2033,MX-2016-163587,1/6/2016,1/7/2016,No mesmo dia,VC-21040,Victor Cunha,Pequenas e Medias Empresas,San Salvador,San Salvador,,El Salvador,Central,MAT-CO-10001275,Material de escritório,Colchetes,"Accos Prendedores de papel, Embalagem tipo bulk",2,"258,4",0,"126,4"
2034,MX-2015-137316,7/1/2015,7/6/2015,Classe padrão,DF-12835,Davi Ferreira,Grande Empresa,Santo Domingo,Distrito Nacional,,República Dominicana,Caribe,MAT-AC-10004265,Material de escritório,Eletrônicos,"Cuisinart Geladeira, Vermelho",7,"18520,32","0,2","5323,92"
2035,MX-2018-127033,4/3/2018,4/8/2018,Classe padrão,DC-12895,Diego Costa,Varejo,San Luis Potosí,San Luis Potosí,,México,Norte,MAT-MA-10002428,Material de escritório,Materiais,"Acme Cortador de papel, Aço",3,"879,6",0,"351,6"
2037,US-2017-154977,9/25/2017,9/30/2017,Segunda classe,GO-14815,Giovanna Oliveira,Pequenas e Medias Empresas,Buenos Aires,Cidade de Buenos Aires,,Argentina,Sul,MAT-AR-10000333,Material de escritório,Arte,"Boston Marcadores de texto, Metal",6,"483,12","0,4","-161,28"
2038,US-2017-154977,9/25/2017,9/30/2017,Segunda classe,GO-14815,Giovanna Oliveira,Pequenas e Medias Empresas,Buenos Aires,Cidade de Buenos Aires,,Argentina,Sul,MAT-AC-10002378,Material de escritório,Eletrônicos,"KitchenAid Liquidificador, Vermelho",8,"3163,2","0,4","-686,4"
2040,MX-2018-133382,12/15/2018,12/20/2018,Classe padrão,AR-10435,Aline Rodrigues,Pequenas e Medias Empresas,Tapachula,Chiapas,,México,Norte,MAT-CO-10004160,Material de escritório,Colchetes,"Stockwell Percevejo niquelado, Tamanhos variados",3,"211,8",0,"18,6"
2041,MX-2017-140186,8/16/2017,8/16/2017,No mesmo dia,DS-13045,Diogo Souza,Grande Empresa,Milpa Alta,Distrito Federal,,México,Norte,MAT-FI-10003481,Material de escritório,Fichários,"Cardinal Reforço para fichário, Transparente",8,256,0,"57,6"
2042,MX-2017-140186,8/16/2017,8/16/2017,No mesmo dia,DS-13045,Diogo Souza,Grande Empresa,Milpa Alta,Distrito Federal,,México,Norte,MAT-AR-10003740,Material de escritório,Armazenamento,"Tenex Bandejas, Tamanho real",2,"723,2",0,"144,4"
2050,MX-2017-128734,9/7/2017,9/14/2017,Classe padrão,BO-11035,Beatrice Oliveira,Varejo,Villa Nueva,Guatemala,,Guatemala,Central,MAT-AR-10001124,Material de escritório,Armazenamento,"Smead Pratelheiras, Tamanho real",6,"1958,4",0,606
2052,MX-2015-147858,3/11/2015,3/16/2015,Classe padrão,VC-21040,Victor Cunha,Pequenas e Medias Empresas,Grajaú,Maranhão,Nordeste,Brasil,Sul,MAT-AR-10003462,Material de escritório,Armazenamento,"Tenex Pastas, Industrial",4,632,0,12
2053,US-2017-152072,3/8/2017,3/15/2017,Classe padrão,LB-16750,Lavinia Barros,Varejo,Salvador,Bahia,Nordeste,Brasil,Sul,MAT-AR-10000059,Material de escritório,Armazenamento,"Eldon Pastas, Tamanho real",5,"226,8","0,6","-238,2"
2054,US-2017-152072,3/8/2017,3/15/2017,Classe padrão,LB-16750,Lavinia Barros,Varejo,Salvador,Bahia,Nordeste,Brasil,Sul,MAT-EN-10000107,Material de escritório,Envelopes,"Jiffy Com lacre, Reciclado",2,"191,84","0,6","-134,56"
2055,US-2017-152072,3/8/2017,3/15/2017,Classe padrão,LB-16750,Lavinia Barros,Varejo,Salvador,Bahia,Nordeste,Brasil,Sul,MAT-CO-10002916,Material de escritório,Colchetes,"Advantus Elásticos, Embalagem tipo bulk",2,"88,48","0,6","-104,32"
2058,US-2016-139675,10/28/2016,11/4/2016,Classe padrão,EP-14050,Evelyn Pereira,Varejo,Mar del Plata,Província de Buenos Aires,,Argentina,Sul,MAT-EN-10000372,Material de escritório,Envelopes,"Kraft Malote, Conjunto de 50",3,"563,04","0,4","-93,96"
2059,US-2016-139675,10/28/2016,11/4/2016,Classe padrão,EP-14050,Evelyn Pereira,Varejo,Mar del Plata,Província de Buenos Aires,,Argentina,Sul,MAT-AR-10004675,Material de escritório,Armazenamento,"Tenex Bandejas, Azul",2,"433,68","0,4","-224,32"
2060,US-2016-139675,10/28/2016,11/4/2016,Classe padrão,EP-14050,Evelyn Pereira,Varejo,Mar del Plata,Província de Buenos Aires,,Argentina,Sul,MAT-FI-10003525,Material de escritório,Fichários,"Ibico Perfurador, Econômico",1,"60,9","0,7","-89,5"
2061,US-2016-139675,10/28/2016,11/4/2016,Classe padrão,EP-14050,Evelyn Pereira,Varejo,Mar del Plata,Província de Buenos Aires,,Argentina,Sul,MAT-CO-10004918,Material de escritório,Colchetes,"Advantus Elásticos, Tamanhos variados",4,"224,64","0,4","-4,16"
2062,US-2016-139675,10/28/2016,11/4/2016,Classe padrão,EP-14050,Evelyn Pereira,Varejo,Mar del Plata,Província de Buenos Aires,,Argentina,Sul,MAT-CO-10004966,Material de escritório,Colchetes,"Accos Prendedores de papel, Embalagem com 12",5,"376,2","0,4","-182,8"
2063,US-2016-139675,10/28/2016,11/4/2016,Classe padrão,EP-14050,Evelyn Pereira,Varejo,Mar del Plata,Província de Buenos Aires,,Argentina,Sul,MAT-ET-10004836,Material de escritório,Etiquetas,"Novimex Etiquetas redondas, Ajustável",2,"33,36","0,4","2,56"
2065,US-2016-139675,10/28/2016,11/4/2016,Classe padrão,EP-14050,Evelyn Pereira,Varejo,Mar del Plata,Província de Buenos Aires,,Argentina,Sul,MAT-CO-10003584,Material de escritório,Colchetes,"Stockwell Elásticos, Embalagem tipo bulk",4,"264,48","0,4","-17,92"
2067,US-2017-124100,12/31/2017,1/2/2018,Segunda classe,GC-14575,Gabrielly Cunha,Varejo,San Miguelito,Panamá,,Panamá,Central,MAT-FI-10003598,Material de escritório,Fichários,"Avery Reforço para fichário, Transparente",4,"61,92","0,4","-32,48"
2068,US-2017-124100,12/31/2017,1/2/2018,Segunda classe,GC-14575,Gabrielly Cunha,Varejo,San Miguelito,Panamá,,Panamá,Central,MAT-FI-10003525,Material de escritório,Fichários,"Ibico Perfurador, Econômico",2,"243,6","0,4","-57,2"
2070,MX-2018-109043,9/17/2018,9/17/2018,No mesmo dia,LM-17590,Lucas Melo,Grande Empresa,Managua,Managua,,Nicarágua,Central,MAT-MA-10000059,Material de escritório,Materiais,"Acme Estilete, Retangular",4,920,0,"294,4"
2071,MX-2018-109043,9/17/2018,9/17/2018,No mesmo dia,LM-17590,Lucas Melo,Grande Empresa,Managua,Managua,,Nicarágua,Central,MAT-ET-10001887,Material de escritório,Etiquetas,"Novimex Etiquetas para codificação colorida, Vermelho",4,"326,4",0,"45,6"
2072,MX-2018-109043,9/17/2018,9/17/2018,No mesmo dia,LM-17590,Lucas Melo,Grande Empresa,Managua,Managua,,Nicarágua,Central,MAT-CO-10001674,Material de escritório,Colchetes,"Stockwell Alfinetes, Tamanhos variados",2,"157,6",0,"20,4"
2074,US-2017-148222,12/13/2017,12/17/2017,Classe padrão,CM-12385,Carolina Martins,Varejo,Salvador,Bahia,Nordeste,Brasil,Sul,MAT-AR-10002152,Material de escritório,Arte,"Crayola Tela, Embalagem tipo bulk",4,"550,72","0,6","-289,28"
2077,MX-2018-133928,6/23/2018,6/28/2018,Classe padrão,KG-16255,Kauã Gomes,Grande Empresa,Carrefour,Ouest,,Haiti,Caribe,MAT-MA-10002657,Material de escritório,Materiais,"Stiletto Estilete, Industrial",1,"150,36","0,4","14,96"
2078,MX-2018-133928,6/23/2018,6/28/2018,Classe padrão,KG-16255,Kauã Gomes,Grande Empresa,Carrefour,Ouest,,Haiti,Caribe,MAT-EN-10003101,Material de escritório,Envelopes,"Kraft Envelope profissional, Prata",2,"150,72","0,4","-83,28"
2079,MX-2015-138002,11/11/2015,11/16/2015,Segunda classe,LS-17350,Livia Santos,Varejo,Medellín,Antioquia,,Colômbia,Sul,MAT-FI-10002700,Material de escritório,Fichários,"Avery Perfurador, Durável",2,"391,6",0,"109,6"
2080,MX-2015-138002,11/11/2015,11/16/2015,Segunda classe,LS-17350,Livia Santos,Varejo,Medellín,Antioquia,,Colômbia,Sul,MAT-AC-10004881,Material de escritório,Eletrônicos,"KitchenAid Geladeira, Prata",9,"31721,4",0,"8564,4"
2081,MX-2015-138002,11/11/2015,11/16/2015,Segunda classe,LS-17350,Livia Santos,Varejo,Medellín,Antioquia,,Colômbia,Sul,MAT-AR-10002720,Material de escritório,Armazenamento,"Smead Bandejas, Tamanho real",2,"646,8",0,"239,2"
2082,MX-2015-138002,11/11/2015,11/16/2015,Segunda classe,LS-17350,Livia Santos,Varejo,Medellín,Antioquia,,Colômbia,Sul,MAT-FI-10000063,Material de escritório,Fichários,"Avery Pasta argolada, Transparente",7,"576,8",0,"120,4"
2083,MX-2016-101280,6/7/2016,6/11/2016,Classe padrão,BL-11290,Bianca Lima,Varejo,Guamúchil,Sinaloa,,México,Norte,MAT-EN-10004392,Material de escritório,Envelopes,"Ames Envelope kraft, Prata",3,"541,8",0,81
